father,node_name,depth
Euglenozoa Infections,Trypanosomiasis,4
Protozoan Infections,Giardiasis,3
Protozoan Infections,Malaria,3
Malaria,"Malaria, Avian",4
Malaria,"Malaria, Cerebral",4
Malaria,"Malaria, Falciparum",4
Malaria,"Malaria, Vivax",4
Protozoan Infections,"Protozoan Infections, Animal",3
"Protozoan Infections, Animal",Babesiosis,4
"Protozoan Infections, Animal",Cryptosporidiosis,4
"Protozoan Infections, Animal",Dourine,4
"Protozoan Infections, Animal",Theileriasis,4
"Protozoan Infections, Animal","Toxoplasmosis, Animal",4
"Protozoan Infections, Animal","Trypanosomiasis, Bovine",4
Protozoan Infections,Tick-Borne Diseases,3
Tick-Borne Diseases,Babesiosis,4
Tick-Borne Diseases,Theileriasis,4
Protozoan Infections,Trichomonas Infections,3
Trichomonas Infections,Trichomonas Vaginitis,4
Parasitic Diseases,"Skin Diseases, Parasitic",2
"Skin Diseases, Parasitic",Ectoparasitic Infestations,3
Ectoparasitic Infestations,Flea Infestations,4
Ectoparasitic Infestations,Lice Infestations,4
Ectoparasitic Infestations,Mite Infestations,4
Ectoparasitic Infestations,Myiasis,4
Ectoparasitic Infestations,Tick Infestations,4
"Skin Diseases, Parasitic",Larva Migrans,3
"Skin Diseases, Parasitic",Leishmaniasis,3
Leishmaniasis,"Leishmaniasis, Cutaneous",4
"Skin Diseases, Parasitic",Onchocerciasis,3
Parasitic Diseases,Zoonoses,2
Zoonoses,Pythiosis,3
Diseases,Neoplasms,1
Neoplasms,Cysts,2
Cysts,Arachnoid Cysts,3
Cysts,Bone Cysts,3
Bone Cysts,"Bone Cysts, Aneurysmal",4
Bone Cysts,Jaw Cysts,4
Cysts,Branchioma,3
Cysts,Breast Cyst,3
Cysts,Bronchogenic Cyst,3
Cysts,Chalazion,3
Cysts,Choledochal Cyst,3
Cysts,Colloid Cysts,3
Cysts,Dermoid Cyst,3
Cysts,Epidermal Cyst,3
Cysts,Esophageal Cyst,3
Cysts,Follicular Cyst,3
Cysts,Ganglion Cysts,3
Cysts,Lymphocele,3
Cysts,Mediastinal Cyst,3
Cysts,Mesenteric Cyst,3
Cysts,Mucocele,3
Cysts,Ovarian Cysts,3
Ovarian Cysts,Polycystic Ovary Syndrome,4
Cysts,Pancreatic Cyst,3
Pancreatic Cyst,Pancreatic Pseudocyst,4
Cysts,Parovarian Cyst,3
Cysts,Pilonidal Sinus,3
Cysts,Ranula,3
Cysts,Synovial Cyst,3
Synovial Cyst,Popliteal Cyst,4
Cysts,Tarlov Cysts,3
Cysts,Thyroglossal Cyst,3
Cysts,Urachal Cyst,3
Neoplasms,Hamartoma,2
Hamartoma,"Hamartoma Syndrome, Multiple",3
"Hamartoma Syndrome, Multiple",Proteus Syndrome,4
Hamartoma,Pallister-Hall Syndrome,3
Hamartoma,Tuberous Sclerosis,3
Neoplasms,Neoplasms by Histologic Type,2
Neoplasms by Histologic Type,"Histiocytic Disorders, Malignant",3
"Histiocytic Disorders, Malignant","Dendritic Cell Sarcoma, Follicular",4
"Histiocytic Disorders, Malignant","Dendritic Cell Sarcoma, Interdigitating",4
"Histiocytic Disorders, Malignant",Histiocytic Sarcoma,4
"Histiocytic Disorders, Malignant",Langerhans Cell Sarcoma,4
Neoplasms by Histologic Type,Leukemia,3
Leukemia,Enzootic Bovine Leukosis,4
Leukemia,"Leukemia, Experimental",4
Leukemia,"Leukemia, Feline",4
Leukemia,"Leukemia, Hairy Cell",4
Leukemia,"Leukemia, Lymphoid",4
Leukemia,"Leukemia, Mast-Cell",4
Leukemia,"Leukemia, Myeloid",4
Leukemia,"Leukemia, Plasma Cell",4
Leukemia,"Leukemia, Radiation-Induced",4
Neoplasms by Histologic Type,Lymphatic Vessel Tumors,3
Lymphatic Vessel Tumors,Lymphangioma,4
Lymphatic Vessel Tumors,Lymphangiomyoma,4
Lymphatic Vessel Tumors,Lymphangiosarcoma,4
Neoplasms by Histologic Type,Lymphoma,3
Lymphoma,Composite Lymphoma,4
Lymphoma,Hodgkin Disease,4
Lymphoma,Immunoproliferative Small Intestinal Disease,4
Lymphoma,Intraocular Lymphoma,4
Lymphoma,"Lymphoma, Non-Hodgkin",4
Neoplasms by Histologic Type,"Neoplasms, Complex and Mixed",3
"Neoplasms, Complex and Mixed",Adenolymphoma,4
"Neoplasms, Complex and Mixed","Adenoma, Pleomorphic",4
"Neoplasms, Complex and Mixed",Adenomyoepithelioma,4
"Neoplasms, Complex and Mixed",Adenomyoma,4
"Neoplasms, Complex and Mixed",Adenosarcoma,4
"Neoplasms, Complex and Mixed","Carcinoma, Adenosquamous",4
"Neoplasms, Complex and Mixed",Carcinosarcoma,4
"Neoplasms, Complex and Mixed",Composite Lymphoma,4
"Neoplasms, Complex and Mixed",Hepatoblastoma,4
"Neoplasms, Complex and Mixed",Mesenchymoma,4
"Neoplasms, Complex and Mixed","Mixed Tumor, Malignant",4
"Neoplasms, Complex and Mixed","Mixed Tumor, Mesodermal",4
"Neoplasms, Complex and Mixed","Mixed Tumor, Mullerian",4
"Neoplasms, Complex and Mixed",Myoepithelioma,4
"Neoplasms, Complex and Mixed",Wilms Tumor,4
"Neoplasms, Complex and Mixed","Nephroma, Mesoblastic",4
"Neoplasms, Complex and Mixed",Pulmonary Blastoma,4
"Neoplasms, Complex and Mixed",Rhabdoid Tumor,4
"Neoplasms, Complex and Mixed","Sarcoma, Endometrial Stromal",4
"Neoplasms, Complex and Mixed",Thymoma,4
Neoplasms by Histologic Type,"Neoplasms, Connective and Soft Tissue",3
"Neoplasms, Connective and Soft Tissue","Neoplasms, Adipose Tissue",4
"Neoplasms, Connective and Soft Tissue","Neoplasms, Connective Tissue",4
"Neoplasms, Connective and Soft Tissue","Neoplasms, Muscle Tissue",4
"Neoplasms, Connective and Soft Tissue",Perivascular Epithelioid Cell Neoplasms,4
"Neoplasms, Connective and Soft Tissue",Sarcoma,4
Neoplasms by Histologic Type,"Neoplasms, Germ Cell and Embryonal",3
"Neoplasms, Germ Cell and Embryonal","Carcinoma, Embryonal",4
"Neoplasms, Germ Cell and Embryonal",Chordoma,4
"Neoplasms, Germ Cell and Embryonal",Germinoma,4
"Neoplasms, Germ Cell and Embryonal",Gonadoblastoma,4
"Neoplasms, Germ Cell and Embryonal",Mesonephroma,4
"Neoplasms, Germ Cell and Embryonal",Neuroectodermal Tumors,4
"Neoplasms, Germ Cell and Embryonal",Teratocarcinoma,4
"Neoplasms, Germ Cell and Embryonal",Teratoma,4
"Neoplasms, Germ Cell and Embryonal",Trophoblastic Neoplasms,4
Neoplasms by Histologic Type,"Neoplasms, Glandular and Epithelial",3
"Neoplasms, Glandular and Epithelial",Adenoma,4
"Neoplasms, Glandular and Epithelial",Carcinoma,4
"Neoplasms, Glandular and Epithelial","Neoplasms, Adnexal and Skin Appendage",4
"Neoplasms, Glandular and Epithelial","Neoplasms, Basal Cell",4
"Neoplasms, Glandular and Epithelial","Neoplasms, Cystic, Mucinous, and Serous",4
"Neoplasms, Glandular and Epithelial","Neoplasms, Ductal, Lobular, and Medullary",4
"Neoplasms, Glandular and Epithelial","Neoplasms, Fibroepithelial",4
"Neoplasms, Glandular and Epithelial","Neoplasms, Mesothelial",4
"Neoplasms, Glandular and Epithelial","Neoplasms, Neuroepithelial",4
"Neoplasms, Glandular and Epithelial","Neoplasms, Squamous Cell",4
Neoplasms by Histologic Type,"Neoplasms, Gonadal Tissue",3
"Neoplasms, Gonadal Tissue",Gonadoblastoma,4
"Neoplasms, Gonadal Tissue",Sex Cord-Gonadal Stromal Tumors,4
Neoplasms by Histologic Type,"Neoplasms, Nerve Tissue",3
"Neoplasms, Nerve Tissue",Meningioma,4
"Neoplasms, Nerve Tissue",Nerve Sheath Neoplasms,4
"Neoplasms, Nerve Tissue",Neuroectodermal Tumors,4
Neoplasms by Histologic Type,"Neoplasms, Plasma Cell",3
"Neoplasms, Plasma Cell",Immunoglobulin Light-chain Amyloidosis,4
"Neoplasms, Plasma Cell",Multiple Myeloma,4
"Neoplasms, Plasma Cell",Plasmacytoma,4
"Neoplasms, Plasma Cell",Waldenstrom Macroglobulinemia,4
Neoplasms by Histologic Type,"Neoplasms, Vascular Tissue",3
"Neoplasms, Vascular Tissue",Angiofibroma,4
"Neoplasms, Vascular Tissue",Angiokeratoma,4
"Neoplasms, Vascular Tissue",Glomus Tumor,4
"Neoplasms, Vascular Tissue",Hemangioma,4
"Neoplasms, Vascular Tissue",Hemangiopericytoma,4
"Neoplasms, Vascular Tissue",Hemangiosarcoma,4
"Neoplasms, Vascular Tissue",Meningioma,4
"Neoplasms, Vascular Tissue","Sarcoma, Kaposi",4
Neoplasms by Histologic Type,Nevi and Melanomas,3
Nevi and Melanomas,Melanoma,4
Nevi and Melanomas,Nevus,4
Neoplasms by Histologic Type,Odontogenic Tumors,3
Odontogenic Tumors,Ameloblastoma,4
Odontogenic Tumors,Cementoma,4
Odontogenic Tumors,"Odontogenic Cyst, Calcifying",4
Odontogenic Tumors,"Odontogenic Tumor, Squamous",4
Odontogenic Tumors,Odontoma,4
Neoplasms,Neoplasms by Site,2
Neoplasms by Site,Abdominal Neoplasms,3
Abdominal Neoplasms,Peritoneal Neoplasms,4
Abdominal Neoplasms,Retroperitoneal Neoplasms,4
Abdominal Neoplasms,Sister Mary Joseph's Nodule,4
Neoplasms by Site,Anal Gland Neoplasms,3
Neoplasms by Site,Bone Neoplasms,3
Bone Neoplasms,Adamantinoma,4
Bone Neoplasms,Femoral Neoplasms,4
Bone Neoplasms,Skull Neoplasms,4
Bone Neoplasms,Spinal Neoplasms,4
Neoplasms by Site,Breast Neoplasms,3
Breast Neoplasms,Breast Carcinoma In Situ,4
Breast Neoplasms,"Breast Neoplasms, Male",4
Breast Neoplasms,"Carcinoma, Ductal, Breast",4
Breast Neoplasms,"Carcinoma, Lobular",4
Breast Neoplasms,Hereditary Breast and Ovarian Cancer Syndrome,4
Breast Neoplasms,Inflammatory Breast Neoplasms,4
Breast Neoplasms,Triple Negative Breast Neoplasms,4
Breast Neoplasms,Unilateral Breast Neoplasms,4
Neoplasms by Site,Digestive System Neoplasms,3
Digestive System Neoplasms,Biliary Tract Neoplasms,4
Digestive System Neoplasms,Gastrointestinal Neoplasms,4
Digestive System Neoplasms,Liver Neoplasms,4
Digestive System Neoplasms,Pancreatic Neoplasms,4
Digestive System Neoplasms,Peritoneal Neoplasms,4
Neoplasms by Site,Endocrine Gland Neoplasms,3
Endocrine Gland Neoplasms,Adrenal Gland Neoplasms,4
Endocrine Gland Neoplasms,Multiple Endocrine Neoplasia,4
Endocrine Gland Neoplasms,Ovarian Neoplasms,4
Endocrine Gland Neoplasms,Pancreatic Neoplasms,4
Endocrine Gland Neoplasms,Paraneoplastic Endocrine Syndromes,4
Endocrine Gland Neoplasms,Parathyroid Neoplasms,4
Endocrine Gland Neoplasms,Pituitary Neoplasms,4
Endocrine Gland Neoplasms,Testicular Neoplasms,4
Endocrine Gland Neoplasms,Thyroid Neoplasms,4
Neoplasms by Site,Eye Neoplasms,3
Eye Neoplasms,Conjunctival Neoplasms,4
Eye Neoplasms,Intraocular Lymphoma,4
Eye Neoplasms,Orbital Neoplasms,4
Eye Neoplasms,"Paraneoplastic Syndromes, Ocular",4
Eye Neoplasms,Retinal Neoplasms,4
Eye Neoplasms,Uveal Neoplasms,4
Neoplasms by Site,Head and Neck Neoplasms,3
Head and Neck Neoplasms,Squamous Cell Carcinoma of Head and Neck,4
Head and Neck Neoplasms,Esophageal Neoplasms,4
Head and Neck Neoplasms,Facial Neoplasms,4
Head and Neck Neoplasms,Mouth Neoplasms,4
Head and Neck Neoplasms,Otorhinolaryngologic Neoplasms,4
Head and Neck Neoplasms,Parathyroid Neoplasms,4
Head and Neck Neoplasms,Thyroid Neoplasms,4
Head and Neck Neoplasms,Tracheal Neoplasms,4
Neoplasms by Site,Hematologic Neoplasms,3
Hematologic Neoplasms,Bone Marrow Neoplasms,4
Neoplasms by Site,"Mammary Neoplasms, Animal",3
"Mammary Neoplasms, Animal","Mammary Neoplasms, Experimental",4
Neoplasms by Site,Nervous System Neoplasms,3
Nervous System Neoplasms,Central Nervous System Neoplasms,4
Nervous System Neoplasms,Cranial Nerve Neoplasms,4
Nervous System Neoplasms,"Paraneoplastic Syndromes, Nervous System",4
Nervous System Neoplasms,Peripheral Nervous System Neoplasms,4
Neoplasms by Site,Pelvic Neoplasms,3
Neoplasms by Site,Skin Neoplasms,3
Skin Neoplasms,Acanthoma,4
Skin Neoplasms,Sebaceous Gland Neoplasms,4
Skin Neoplasms,Sweat Gland Neoplasms,4
Neoplasms by Site,Soft Tissue Neoplasms,3
Soft Tissue Neoplasms,Muscle Neoplasms,4
Soft Tissue Neoplasms,Vascular Neoplasms,4
Neoplasms by Site,Splenic Neoplasms,3
Neoplasms by Site,Thoracic Neoplasms,3
Thoracic Neoplasms,Heart Neoplasms,4
Thoracic Neoplasms,Mediastinal Neoplasms,4
Thoracic Neoplasms,Respiratory Tract Neoplasms,4
Thoracic Neoplasms,Thymus Neoplasms,4
Neoplasms by Site,Urogenital Neoplasms,3
Urogenital Neoplasms,"Genital Neoplasms, Female",4
Urogenital Neoplasms,"Genital Neoplasms, Male",4
Urogenital Neoplasms,Urologic Neoplasms,4
Urogenital Neoplasms,"Venereal Tumors, Veterinary",4
Neoplasms,"Neoplasms, Experimental",2
"Neoplasms, Experimental","Carcinoma 256, Walker",3
"Neoplasms, Experimental","Carcinoma, Brown-Pearce",3
"Neoplasms, Experimental","Carcinoma, Ehrlich Tumor",3
"Neoplasms, Experimental","Carcinoma, Krebs 2",3
"Neoplasms, Experimental","Carcinoma, Lewis Lung",3
"Neoplasms, Experimental","Leukemia, Experimental",3
"Leukemia, Experimental",Avian Leukosis,4
"Leukemia, Experimental",Leukemia L1210,4
"Leukemia, Experimental",Leukemia L5178,4
"Leukemia, Experimental",Leukemia P388,4
"Neoplasms, Experimental","Liver Neoplasms, Experimental",3
"Neoplasms, Experimental","Mammary Neoplasms, Experimental",3
"Neoplasms, Experimental","Melanoma, Experimental",3
"Neoplasms, Experimental","Sarcoma, Experimental",3
"Sarcoma, Experimental",Sarcoma 37,4
"Sarcoma, Experimental",Sarcoma 180,4
"Sarcoma, Experimental","Sarcoma, Avian",4
"Sarcoma, Experimental","Sarcoma, Yoshida",4
Neoplasms,"Neoplasms, Hormone-Dependent",2
Neoplasms,"Neoplasms, Multiple Primary",2
"Neoplasms, Multiple Primary","Hamartoma Syndrome, Multiple",3
"Hamartoma Syndrome, Multiple",Proteus Syndrome,4
"Neoplasms, Multiple Primary",Multiple Endocrine Neoplasia,3
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 1,4
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 2a,4
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 2b,4
"Neoplasms, Multiple Primary",Tuberous Sclerosis,3
Neoplasms,"Neoplasms, Post-Traumatic",2
Neoplasms,"Neoplasms, Radiation-Induced",2
"Neoplasms, Radiation-Induced","Leukemia, Radiation-Induced",3
Neoplasms,"Neoplasms, Second Primary",2
Neoplasms,Neoplastic Processes,2
Neoplastic Processes,Anaplasia,3
Neoplastic Processes,Carcinogenesis,3
Carcinogenesis,"Cell Transformation, Neoplastic",4
Carcinogenesis,Cocarcinogenesis,4
Neoplastic Processes,Neoplasm Invasiveness,3
Neoplasm Invasiveness,Leukemic Infiltration,4
Neoplastic Processes,Neoplasm Metastasis,3
Neoplasm Metastasis,Lymphatic Metastasis,4
Neoplasm Metastasis,Neoplasm Micrometastasis,4
Neoplasm Metastasis,Neoplasm Seeding,4
Neoplasm Metastasis,"Neoplasms, Unknown Primary",4
Neoplasm Metastasis,"Neoplastic Cells, Circulating",4
Neoplastic Processes,"Neoplasm Recurrence, Local",3
Neoplastic Processes,"Neoplasm Regression, Spontaneous",3
Neoplastic Processes,"Neoplasm, Residual",3
Neoplastic Processes,Oncogene Addiction,3
Neoplasms,"Neoplastic Syndromes, Hereditary",2
"Neoplastic Syndromes, Hereditary",Adenomatous Polyposis Coli,3
Adenomatous Polyposis Coli,Gardner Syndrome,4
"Neoplastic Syndromes, Hereditary",Basal Cell Nevus Syndrome,3
"Neoplastic Syndromes, Hereditary",Birt-Hogg-Dube Syndrome,3
"Neoplastic Syndromes, Hereditary","Colorectal Neoplasms, Hereditary Nonpolyposis",3
"Colorectal Neoplasms, Hereditary Nonpolyposis",Lynch Syndrome II,4
"Neoplastic Syndromes, Hereditary",Dysplastic Nevus Syndrome,3
"Neoplastic Syndromes, Hereditary","Exostoses, Multiple Hereditary",3
"Neoplastic Syndromes, Hereditary","Hamartoma Syndrome, Multiple",3
"Neoplastic Syndromes, Hereditary",Hereditary Breast and Ovarian Cancer Syndrome,3
"Neoplastic Syndromes, Hereditary",Li-Fraumeni Syndrome,3
"Neoplastic Syndromes, Hereditary",Multiple Endocrine Neoplasia,3
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 1,4
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 2a,4
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 2b,4
"Neoplastic Syndromes, Hereditary",Neurofibromatoses,3
Neurofibromatoses,Neurofibromatosis 1,4
Neurofibromatoses,Neurofibromatosis 2,4
"Neoplastic Syndromes, Hereditary",Peutz-Jeghers Syndrome,3
"Neoplastic Syndromes, Hereditary",Tuberous Sclerosis,3
"Neoplastic Syndromes, Hereditary",Wilms Tumor,3
Wilms Tumor,Denys-Drash Syndrome,4
Wilms Tumor,WAGR Syndrome,4
Neoplasms,Paraneoplastic Syndromes,2
Paraneoplastic Syndromes,Paraneoplastic Endocrine Syndromes,3
Paraneoplastic Endocrine Syndromes,"ACTH Syndrome, Ectopic",4
Paraneoplastic Endocrine Syndromes,Zollinger-Ellison Syndrome,4
Paraneoplastic Syndromes,"Paraneoplastic Syndromes, Nervous System",3
"Paraneoplastic Syndromes, Nervous System",Anti-N-Methyl-D-Aspartate Receptor Encephalitis,4
"Paraneoplastic Syndromes, Nervous System",Lambert-Eaton Myasthenic Syndrome,4
"Paraneoplastic Syndromes, Nervous System",Limbic Encephalitis,4
"Paraneoplastic Syndromes, Nervous System","Myelitis, Transverse",4
"Paraneoplastic Syndromes, Nervous System",Opsoclonus-Myoclonus Syndrome,4
"Paraneoplastic Syndromes, Nervous System",Paraneoplastic Cerebellar Degeneration,4
"Paraneoplastic Syndromes, Nervous System",Paraneoplastic Polyneuropathy,4
Paraneoplastic Syndromes,"Paraneoplastic Syndromes, Ocular",3
Neoplasms,Precancerous Conditions,2
Precancerous Conditions,Aberrant Crypt Foci,3
Precancerous Conditions,Barrett Esophagus,3
Precancerous Conditions,Erythroplasia,3
Precancerous Conditions,"Keratosis, Actinic",3
Precancerous Conditions,Leukoplakia,3
Leukoplakia,"Leukoplakia, Oral",4
Precancerous Conditions,Lymphomatoid Granulomatosis,3
Precancerous Conditions,Preleukemia,3
Precancerous Conditions,Smoldering Multiple Myeloma,3
Precancerous Conditions,Uterine Cervical Dysplasia,3
Uterine Cervical Dysplasia,Atypical Squamous Cells of the Cervix,4
Uterine Cervical Dysplasia,Squamous Intraepithelial Lesions of the Cervix,4
Precancerous Conditions,Xeroderma Pigmentosum,3
Neoplasms,"Pregnancy Complications, Neoplastic",2
"Pregnancy Complications, Neoplastic",Trophoblastic Neoplasms,3
Trophoblastic Neoplasms,Choriocarcinoma,4
Trophoblastic Neoplasms,Gestational Trophoblastic Disease,4
Diseases,Musculoskeletal Diseases,1
Musculoskeletal Diseases,Bone Diseases,2
Bone Diseases,Bone Cysts,3
Bone Cysts,"Bone Cysts, Aneurysmal",4
Bone Diseases,"Bone Diseases, Developmental",3
"Bone Diseases, Developmental",Acro-Osteolysis,4
"Bone Diseases, Developmental",Basal Cell Nevus Syndrome,4
"Bone Diseases, Developmental",Dwarfism,4
"Bone Diseases, Developmental",Dysostoses,4
"Bone Diseases, Developmental",Funnel Chest,4
"Bone Diseases, Developmental",Gigantism,4
"Bone Diseases, Developmental",Leg Length Inequality,4
"Bone Diseases, Developmental",Marfan Syndrome,4
"Bone Diseases, Developmental",Osteochondrodysplasias,4
"Bone Diseases, Developmental","Osteolysis, Essential",4
"Bone Diseases, Developmental",Pectus Carinatum,4
"Bone Diseases, Developmental",Platybasia,4
"Bone Diseases, Developmental",Proteus Syndrome,4
Bone Diseases,"Bone Diseases, Endocrine",3
"Bone Diseases, Endocrine",Acromegaly,4
"Bone Diseases, Endocrine",Congenital Hypothyroidism,4
"Bone Diseases, Endocrine","Dwarfism, Pituitary",4
"Bone Diseases, Endocrine",Gigantism,4
"Bone Diseases, Endocrine",Osteitis Fibrosa Cystica,4
Bone Diseases,"Bone Diseases, Infectious",3
"Bone Diseases, Infectious",Osteomyelitis,4
"Bone Diseases, Infectious",Periostitis,4
"Bone Diseases, Infectious",Spondylitis,4
"Bone Diseases, Infectious","Tuberculosis, Osteoarticular",4
Bone Diseases,"Bone Diseases, Metabolic",3
"Bone Diseases, Metabolic","Bone Demineralization, Pathologic",4
"Bone Diseases, Metabolic",Mucolipidoses,4
"Bone Diseases, Metabolic",Osteoporosis,4
"Bone Diseases, Metabolic",Pseudohypoparathyroidism,4
"Bone Diseases, Metabolic",Rickets,4
Bone Diseases,Bone Malalignment,3
Bone Malalignment,Bone Anteversion,4
Bone Malalignment,Bone Retroversion,4
Bone Diseases,Bone Neoplasms,3
